start_time,end_time,original_text,cleaned_text
01:07:25.440,01:07:28.069,There is everything to lose.,everything lose
01:07:25.440,01:07:28.069,A broken leg or a shattered jaw would,broken leg shattered jaw would
01:07:28.069,01:07:28.079,A broken leg or a shattered jaw would,broken leg shattered jaw would
01:07:28.079,01:07:35.796,A broken leg or a shattered jaw would,broken leg shattered jaw would
01:07:28.079,01:07:35.796,mean a slow and painful death.,mean slow painful death
01:07:35.806,01:07:43.001,[music],music
01:07:43.011,01:07:51.109,&gt;&gt; [music],gtgt music
01:07:51.119,01:07:56.710,&gt;&gt; A missed kick and it's all over.,gtgt missed kick
01:07:56.710,01:07:56.720,&gt;&gt; A missed kick and it's all over.,gtgt missed kick
01:07:56.720,01:08:00.870,&gt;&gt; A missed kick and it's all over.,gtgt missed kick
01:07:56.720,01:08:00.870,The new arrival has won.,new arrival
01:08:00.870,01:08:00.880,The new arrival has won.,new arrival
01:08:00.880,01:08:03.510,The new arrival has won.,new arrival
01:08:00.880,01:08:03.510,And his prize is more than just a chance,prize chance
01:08:03.510,01:08:03.520,And his prize is more than just a chance,prize chance
01:08:03.520,01:08:07.270,And his prize is more than just a chance,prize chance
01:08:03.520,01:08:07.270,to drink. He has provided for his herd,drink provided herd
01:08:07.270,01:08:07.280,to drink. He has provided for his herd,drink provided herd
01:08:07.280,01:08:09.670,to drink. He has provided for his herd,drink provided herd
01:08:07.280,01:08:09.670,and in the process stolen his rival,process stolen rival
01:08:09.670,01:08:09.680,and in the process stolen his rival,process stolen rival
01:08:09.680,01:08:11.822,and in the process stolen his rival,process stolen rival
01:08:09.680,01:08:11.822,females.,female
01:08:11.822,01:08:11.832,females.,female
01:08:11.832,01:08:12.470,females.,female
01:08:11.832,01:08:12.470,&gt;&gt; [snorts],gtgt snort
01:08:12.470,01:08:12.480,&gt;&gt; [snorts],gtgt snort
01:08:12.480,01:08:24.922,&gt;&gt; [snorts],gtgt snort
01:08:12.480,01:08:24.922,&gt;&gt; The White Stallion's rule is over.,gtgt white stallion rule
01:08:24.932,01:08:31.749,[laughter],laughter
01:08:31.759,01:08:35.910,These males are the troop leaders.,male troop leader
01:08:35.910,01:08:35.920,These males are the troop leaders.,male troop leader
01:08:35.920,01:08:48.229,These males are the troop leaders.,male troop leader
01:08:35.920,01:08:48.229,They hold all the power here.,hold power
01:08:48.239,01:08:50.630,Joining them is every young male's,joining every young male
01:08:50.630,01:08:50.640,Joining them is every young male's,joining every young male
01:08:50.640,01:08:55.829,Joining them is every young male's,joining every young male
01:08:50.640,01:08:55.829,ambition.,ambition
01:08:55.839,01:08:58.789,To be accepted into this elite is the,accepted elite
01:08:58.789,01:08:58.799,To be accepted into this elite is the,accepted elite
01:08:58.799,01:09:02.229,To be accepted into this elite is the,accepted elite
01:08:58.799,01:09:02.229,"path to privilege, but it's a dangerous",path privilege dangerous
01:09:02.229,01:09:02.239,"path to privilege, but it's a dangerous",path privilege dangerous
01:09:02.239,01:09:19.829,"path to privilege, but it's a dangerous",path privilege dangerous
01:09:02.239,01:09:19.829,journey.,journey
01:09:19.839,01:09:24.309,The youngster decides to follow.,youngster decides follow
01:09:24.309,01:09:24.319,The youngster decides to follow.,youngster decides follow
01:09:24.319,01:09:26.870,The youngster decides to follow.,youngster decides follow
01:09:24.319,01:09:26.870,"At first, he has enough sense to keep",first enough sense keep
01:09:26.870,01:09:26.880,"At first, he has enough sense to keep",first enough sense keep
01:09:26.880,01:09:28.789,"At first, he has enough sense to keep",first enough sense keep
01:09:26.880,01:09:28.789,his distance.,distance
01:09:28.789,01:09:28.799,his distance.,distance
01:09:28.799,01:09:40.903,his distance.,distance
01:09:28.799,01:09:40.903,These males are twice his size.,male twice size
01:09:40.913,01:09:42.070,&gt;&gt; [laughter],gtgt laughter
01:09:42.070,01:09:42.080,&gt;&gt; [laughter],gtgt laughter
01:09:42.080,01:09:45.030,&gt;&gt; [laughter],gtgt laughter
01:09:42.080,01:09:45.030,&gt;&gt; The low ranking chimps retreat before,gtgt low ranking chimp retreat
01:09:45.030,01:09:45.040,&gt;&gt; The low ranking chimps retreat before,gtgt low ranking chimp retreat
01:09:45.040,01:09:47.349,&gt;&gt; The low ranking chimps retreat before,gtgt low ranking chimp retreat
01:09:45.040,01:09:47.349,the troop leaders arrive at the water,troop leader arrive water
01:09:47.349,01:09:47.359,the troop leaders arrive at the water,troop leader arrive water
01:09:47.359,01:09:53.348,the troop leaders arrive at the water,troop leader arrive water
01:09:47.359,01:09:53.348,hole.,hole
01:09:53.358,01:09:55.910,[groaning],groaning
01:09:55.920,01:09:58.310,Dominant males have a highly stressful,dominant male highly stressful
01:09:58.310,01:09:58.320,Dominant males have a highly stressful,dominant male highly stressful
01:09:58.320,01:10:00.550,Dominant males have a highly stressful,dominant male highly stressful
01:09:58.320,01:10:00.550,life as they constantly squabble to,life constantly squabble
01:10:00.550,01:10:00.560,life as they constantly squabble to,life constantly squabble
01:10:00.560,01:10:05.793,life as they constantly squabble to,life constantly squabble
01:10:00.560,01:10:05.793,protect their position.,protect position
01:10:05.803,01:10:06.790,&gt;&gt; [screaming],gtgt screaming
01:10:06.790,01:10:06.800,&gt;&gt; [screaming],gtgt screaming
01:10:06.800,01:10:08.870,&gt;&gt; [screaming],gtgt screaming
01:10:06.800,01:10:08.870,&gt;&gt; The youngster can't take his eyes off,gtgt youngster cant take eye
01:10:08.870,01:10:08.880,&gt;&gt; The youngster can't take his eyes off,gtgt youngster cant take eye
01:10:08.880,01:10:14.963,&gt;&gt; The youngster can't take his eyes off,gtgt youngster cant take eye
01:10:08.880,01:10:14.963,them.,
01:10:14.973,01:10:20.950,[screaming],screaming
01:10:20.960,01:10:23.030,This is his chance to get himself,chance get
01:10:23.030,01:10:23.040,This is his chance to get himself,chance get
01:10:23.040,01:10:25.350,This is his chance to get himself,chance get
01:10:23.040,01:10:25.350,noticed.,noticed
01:10:25.350,01:10:25.360,noticed.,noticed
01:10:25.360,01:10:27.350,noticed.,noticed
01:10:25.360,01:10:27.350,If he can impress even one of the big,impress even one big
01:10:27.350,01:10:27.360,If he can impress even one of the big,impress even one big
01:10:27.360,01:10:29.669,If he can impress even one of the big,impress even one big
01:10:27.360,01:10:29.669,"males with a show of strength, he might",male show strength might
01:10:29.669,01:10:29.679,"males with a show of strength, he might",male show strength might
01:10:29.679,01:10:31.338,"males with a show of strength, he might",male show strength might
01:10:29.679,01:10:31.338,just be accepted into their ranks.,accepted rank
01:10:31.338,01:10:31.348,just be accepted into their ranks.,accepted rank
01:10:31.348,01:10:32.310,just be accepted into their ranks.,accepted rank
01:10:31.348,01:10:32.310,[laughter],laughter
01:10:32.310,01:10:32.320,[laughter],laughter
01:10:32.320,01:10:45.350,[laughter],laughter
01:10:32.320,01:10:45.350,His,
01:10:45.360,01:10:48.149,best attempt at a macho display has,best attempt macho display
01:10:48.149,01:10:48.159,best attempt at a macho display has,best attempt macho display
01:10:48.159,01:10:49.110,best attempt at a macho display has,best attempt macho display
01:10:48.159,01:10:49.110,certainly [laughter] caught their,certainly laughter caught
01:10:49.110,01:10:49.120,certainly [laughter] caught their,certainly laughter caught
01:10:49.120,01:10:52.298,certainly [laughter] caught their,certainly laughter caught
01:10:49.120,01:10:52.298,"attention,",attention
01:10:52.308,01:10:55.910,[screaming],screaming
01:10:55.920,01:11:05.399,but they are not impressed.,impressed
01:11:05.409,01:11:08.070,&gt;&gt; [screaming],gtgt screaming
01:11:08.080,01:11:10.070,"&gt;&gt; In fact, this drumming means they're",gtgt fact drumming mean theyre
01:11:10.070,01:11:10.080,"&gt;&gt; In fact, this drumming means they're",gtgt fact drumming mean theyre
01:11:10.080,01:11:16.630,"&gt;&gt; In fact, this drumming means they're",gtgt fact drumming mean theyre
01:11:10.080,01:11:16.630,getting rather angry,getting rather angry
01:11:16.640,01:11:23.750,and they attack.,attack
01:11:23.760,01:11:28.324,The youngster is not quick enough.,youngster quick enough
01:11:28.334,01:11:35.910,[screaming],screaming
01:11:35.920,01:11:38.550,He gets a short sharp lesson about how,get short sharp lesson
01:11:38.550,01:11:38.560,He gets a short sharp lesson about how,get short sharp lesson
01:11:38.560,01:11:40.709,He gets a short sharp lesson about how,get short sharp lesson
01:11:38.560,01:11:40.709,hard it can be to break into this,hard break
01:11:40.709,01:11:40.719,hard it can be to break into this,hard break
01:11:40.719,01:11:45.750,hard it can be to break into this,hard break
01:11:40.719,01:11:45.750,close-knit gang.,closeknit gang
01:11:45.760,01:11:48.310,He's lucky to escape with just an,he lucky escape
01:11:48.310,01:11:48.320,He's lucky to escape with just an,he lucky escape
01:11:48.320,01:11:50.594,He's lucky to escape with just an,he lucky escape
01:11:48.320,01:11:50.594,injured hand.,injured hand
01:11:50.594,01:11:50.604,injured hand.,injured hand
01:11:50.604,01:11:55.834,injured hand.,injured hand
01:11:50.604,01:11:55.834,[laughter],laughter
01:11:55.844,01:11:58.550,[screaming],screaming
01:11:58.560,01:12:00.709,"For the moment, he's neither big enough",moment he neither big enough
01:12:00.709,01:12:00.719,"For the moment, he's neither big enough",moment he neither big enough
01:12:00.719,01:12:03.430,"For the moment, he's neither big enough",moment he neither big enough
01:12:00.719,01:12:03.430,nor strong enough to be taken seriously,strong enough taken seriously
01:12:03.430,01:12:03.440,nor strong enough to be taken seriously,strong enough taken seriously
01:12:03.440,01:12:08.950,nor strong enough to be taken seriously,strong enough taken seriously
01:12:03.440,01:12:08.950,by the troop leaders.,troop leader
01:12:08.960,01:12:11.669,"Without status, he will never enjoy the",without status never enjoy
01:12:11.669,01:12:11.679,"Without status, he will never enjoy the",without status never enjoy
01:12:11.679,01:12:14.149,"Without status, he will never enjoy the",without status never enjoy
01:12:11.679,01:12:14.149,privileges of the best food or the,privilege best food
01:12:14.149,01:12:14.159,privileges of the best food or the,privilege best food
01:12:14.159,01:12:17.830,privileges of the best food or the,privilege best food
01:12:14.159,01:12:17.830,attention of females.,attention female
01:12:17.830,01:12:17.840,attention of females.,attention female
01:12:17.840,01:12:20.550,attention of females.,attention female
01:12:17.840,01:12:20.550,Losing its fear of humans has enabled,losing fear human enabled
01:12:20.550,01:12:20.560,Losing its fear of humans has enabled,losing fear human enabled
01:12:20.560,01:12:22.630,Losing its fear of humans has enabled,losing fear human enabled
01:12:20.560,01:12:22.630,one animal to spread into cities,one animal spread city
01:12:22.630,01:12:22.640,one animal to spread into cities,one animal spread city
01:12:22.640,01:12:33.110,one animal to spread into cities,one animal spread city
01:12:22.640,01:12:33.110,everywhere and in huge numbers.,everywhere huge number
01:12:33.120,01:12:36.550,Pigeons are by far the most successful,pigeon far successful
01:12:36.550,01:12:36.560,Pigeons are by far the most successful,pigeon far successful
01:12:36.560,01:12:44.149,Pigeons are by far the most successful,pigeon far successful
01:12:36.560,01:12:44.149,urban bird. Here,urban bird
01:12:44.159,01:12:46.390,"in Albi in the south of France, the",albi south france
01:12:46.390,01:12:46.400,"in Albi in the south of France, the",albi south france
01:12:46.400,01:12:49.510,"in Albi in the south of France, the",albi south france
01:12:46.400,01:12:49.510,pigeons come to the river to bathe.,pigeon come river bathe
01:12:49.510,01:12:49.520,pigeons come to the river to bathe.,pigeon come river bathe
01:12:49.520,01:12:51.270,pigeons come to the river to bathe.,pigeon come river bathe
01:12:49.520,01:12:51.270,They need to prein their flight,need prein flight
01:12:51.270,01:12:51.280,They need to prein their flight,need prein flight
01:12:51.280,01:12:55.110,They need to prein their flight,need prein flight
01:12:51.280,01:12:55.110,"feathers, clean off the city dust,",feather clean city dust
01:12:55.110,01:12:55.120,"feathers, clean off the city dust,",feather clean city dust
01:12:55.120,01:13:17.669,"feathers, clean off the city dust,",feather clean city dust
01:12:55.120,01:13:17.669,and cool themselves down.,cool
01:13:17.679,01:13:22.070,But death lies in weight.,death lie weight
01:13:22.070,01:13:22.080,But death lies in weight.,death lie weight
01:13:22.080,01:13:24.390,But death lies in weight.,death lie weight
01:13:22.080,01:13:24.390,A predator that has taken advantage of,predator taken advantage
01:13:24.390,01:13:24.400,A predator that has taken advantage of,predator taken advantage
01:13:24.400,01:13:25.990,A predator that has taken advantage of,predator taken advantage
01:13:24.400,01:13:25.990,the very thing that has led to the,thing led
01:13:25.990,01:13:26.000,the very thing that has led to the,thing led
01:13:26.000,01:13:29.669,the very thing that has led to the,thing led
01:13:26.000,01:13:29.669,pigeon success.,pigeon success
01:13:29.679,01:13:34.310,Their lack of fear.,lack fear
01:13:34.320,01:13:36.550,"As the pigeons bathe, oil from their",pigeon bathe oil
01:13:36.550,01:13:36.560,"As the pigeons bathe, oil from their",pigeon bathe oil
01:13:36.560,01:13:39.510,"As the pigeons bathe, oil from their",pigeon bathe oil
01:13:36.560,01:13:39.510,plumage flows downstream and is,plumage flow downstream
01:13:39.510,01:13:39.520,plumage flows downstream and is,plumage flow downstream
01:13:39.520,01:13:51.270,plumage flows downstream and is,plumage flow downstream
01:13:39.520,01:13:51.270,detected.,detected
01:13:51.280,01:13:56.950,A monstrous Wells catfish,monstrous well catfish
01:13:56.960,01:14:00.709,introduced here just 40 years ago. They,introduced year ago
01:14:00.709,01:14:00.719,introduced here just 40 years ago. They,introduced year ago
01:14:00.719,01:14:03.590,introduced here just 40 years ago. They,introduced year ago
01:14:00.719,01:14:03.590,"have proliferated,",proliferated
01:14:03.590,01:14:03.600,"have proliferated,",proliferated
01:14:03.600,01:14:05.830,"have proliferated,",proliferated
01:14:03.600,01:14:05.830,virtually exterminated the local fish,virtually exterminated local fish
01:14:05.830,01:14:05.840,virtually exterminated the local fish,virtually exterminated local fish
01:14:05.840,01:14:08.390,virtually exterminated the local fish,virtually exterminated local fish
01:14:05.840,01:14:08.390,"stocks,",stock
01:14:08.390,01:14:08.400,"stocks,",stock
01:14:08.400,01:14:11.350,"stocks,",stock
01:14:08.400,01:14:11.350,and they've now developed a taste for,theyve developed taste
01:14:11.350,01:14:11.360,and they've now developed a taste for,theyve developed taste
01:14:11.360,01:14:14.630,and they've now developed a taste for,theyve developed taste
01:14:11.360,01:14:14.630,pigeon.,pigeon
01:14:14.640,01:14:17.030,"Their eyesight is poor, so they use",eyesight poor use
01:14:17.030,01:14:17.040,"Their eyesight is poor, so they use",eyesight poor use
01:14:17.040,01:14:19.270,"Their eyesight is poor, so they use",eyesight poor use
01:14:17.040,01:14:19.270,their barbles to sense the movements of,barbles sense movement
01:14:19.270,01:14:19.280,their barbles to sense the movements of,barbles sense movement
01:14:19.280,01:14:36.310,their barbles to sense the movements of,barbles sense movement
01:14:19.280,01:14:36.310,their victims.,victim
01:14:36.320,01:14:45.510,Heat. Heat.,heat heat
01:14:45.520,01:15:05.110,Heat up,heat
01:15:05.120,01:15:16.070,here.,
01:15:16.080,01:15:18.950,This is a radical new hunting strategy,radical new hunting strategy
01:15:18.950,01:15:18.960,This is a radical new hunting strategy,radical new hunting strategy
01:15:18.960,01:15:21.430,This is a radical new hunting strategy,radical new hunting strategy
01:15:18.960,01:15:21.430,for what is normally a bottomdwelling,normally bottomdwelling
01:15:21.430,01:15:21.440,for what is normally a bottomdwelling,normally bottomdwelling
01:15:21.440,01:15:37.110,for what is normally a bottomdwelling,normally bottomdwelling
01:15:21.440,01:15:37.110,fish.,fish
01:15:37.120,01:15:39.590,After a thousand years of living in this,thousand year living
01:15:39.590,01:15:39.600,After a thousand years of living in this,thousand year living
01:15:39.600,01:15:42.870,After a thousand years of living in this,thousand year living
01:15:39.600,01:15:42.870,"city, pigeons are now having to learn to",city pigeon learn
01:15:42.870,01:15:42.880,"city, pigeons are now having to learn to",city pigeon learn
01:15:42.880,01:15:48.550,"city, pigeons are now having to learn to",city pigeon learn
01:15:42.880,01:15:48.550,avoid a fish.,avoid fish
01:15:48.560,01:15:53.669,A lone gravis zebra.,lone gravis zebra
01:15:53.679,01:15:56.950,He weighs close to half a ton and could,weighs close half ton could
01:15:56.950,01:15:56.960,He weighs close to half a ton and could,weighs close half ton could
01:15:56.960,01:16:04.950,He weighs close to half a ton and could,weighs close half ton could
01:15:56.960,01:16:04.950,go for 3 days without drinking.,day without drinking
01:16:04.960,01:16:07.430,"Like the macaks, his forebears were",like macaks forebear
01:16:07.430,01:16:07.440,"Like the macaks, his forebears were",like macaks forebear
01:16:07.440,01:16:15.430,"Like the macaks, his forebears were",like macaks forebear
01:16:07.440,01:16:15.430,refugees from the advancing Sahara.,refugee advancing sahara
01:16:15.440,01:16:23.110,The land is scrubby and dry.,land scrubby dry
01:16:23.120,01:16:25.510,But this stallion has claimed it as his,stallion claimed
01:16:25.510,01:16:25.520,But this stallion has claimed it as his,stallion claimed
01:16:25.520,01:16:28.630,But this stallion has claimed it as his,stallion claimed
01:16:25.520,01:16:28.630,own.,
01:16:28.640,01:16:32.470,He's been waiting months for visitors.,he waiting month visitor
01:16:32.470,01:16:32.480,He's been waiting months for visitors.,he waiting month visitor
01:16:32.480,01:16:42.550,He's been waiting months for visitors.,he waiting month visitor
01:16:32.480,01:16:42.550,Female visitors.,female visitor
01:16:42.560,01:16:45.270,"If they like his territory, they might",like territory might
01:16:45.270,01:16:45.280,"If they like his territory, they might",like territory might
01:16:45.280,01:16:51.189,"If they like his territory, they might",like territory might
01:16:45.280,01:16:51.189,stay a while.,stay
01:16:51.199,01:16:54.310,It's his first chance to mate for a very,first chance mate
01:16:54.310,01:16:54.320,It's his first chance to mate for a very,first chance mate
01:16:54.320,01:17:09.030,It's his first chance to mate for a very,first chance mate
01:16:54.320,01:17:09.030,long time.,long time
01:17:09.040,01:17:12.790,Hardly a success.,hardly success
01:17:12.790,01:17:12.800,Hardly a success.,hardly success
01:17:12.800,01:17:15.270,Hardly a success.,hardly success
01:17:12.800,01:17:15.270,Perhaps his visitors are looking for a,perhaps visitor looking
01:17:15.270,01:17:15.280,Perhaps his visitors are looking for a,perhaps visitor looking
01:17:15.280,01:17:19.510,Perhaps his visitors are looking for a,perhaps visitor looking
01:17:15.280,01:17:19.510,more impressive partner. [snorts],impressive partner snort
01:17:19.520,01:17:23.350,There's another setback.,there another setback
01:17:23.350,01:17:23.360,There's another setback.,there another setback
01:17:23.360,01:17:26.229,There's another setback.,there another setback
01:17:23.360,01:17:26.229,The females were being followed. A posy,female followed posy
01:17:26.229,01:17:26.239,The females were being followed. A posy,female followed posy
01:17:26.239,01:17:35.990,The females were being followed. A posy,female followed posy
01:17:26.239,01:17:35.990,of young males. Everyone arrival.,young male everyone arrival
01:17:36.000,01:17:38.630,It's time to separate the men from the,time separate men
01:17:38.630,01:17:38.640,It's time to separate the men from the,time separate men
01:17:38.640,01:17:43.643,It's time to separate the men from the,time separate men
01:17:38.640,01:17:43.643,boys.,boy
01:17:43.653,01:18:04.630,[music],music
01:18:04.640,01:18:07.830,"One by one, the stallion seized them",one one stallion seized
01:18:07.830,01:18:07.840,"One by one, the stallion seized them",one one stallion seized
01:18:07.840,01:18:15.739,"One by one, the stallion seized them",one one stallion seized
01:18:07.840,01:18:15.739,off.,
01:18:15.749,01:18:31.750,[laughter],laughter
01:18:31.760,01:18:36.470,The females had ringside seats,female ringside seat
01:18:36.470,01:18:36.480,The females had ringside seats,female ringside seat
01:18:36.480,01:18:46.950,The females had ringside seats,female ringside seat
01:18:36.480,01:18:46.950,and his prowess has not gone unnoted.,prowess gone unnoted
01:18:46.960,01:18:55.694,Machismo gives way to tenderness,machismo give way tenderness
01:18:55.704,01:19:07.350,[snorts],snort
01:19:07.360,01:19:09.510,around here. You have to take every,around take every
01:19:09.510,01:19:09.520,around here. You have to take every,around take every
01:19:09.520,01:19:13.430,around here. You have to take every,around take every
01:19:09.520,01:19:13.430,"opportunity be it for food, for water or",opportunity food water
01:19:13.430,01:19:13.440,"opportunity be it for food, for water or",opportunity food water
01:19:13.440,01:19:25.189,"opportunity be it for food, for water or",opportunity food water
01:19:13.440,01:19:25.189,for mates.,mate
01:19:25.199,01:19:28.630,Female gravies are a fickle bunch. The,female gravy fickle bunch
01:19:28.630,01:19:28.640,Female gravies are a fickle bunch. The,female gravy fickle bunch
01:19:28.640,01:19:32.550,Female gravies are a fickle bunch. The,female gravy fickle bunch
01:19:28.640,01:19:32.550,herd have decided to move on.,herd decided move
01:19:32.550,01:19:32.560,herd have decided to move on.,herd decided move
01:19:32.560,01:19:35.750,herd have decided to move on.,herd decided move
01:19:32.560,01:19:35.750,All of them.,
01:19:35.750,01:19:35.760,All of them.,
01:19:35.760,01:19:38.870,All of them.,
01:19:35.760,01:19:38.870,"The stallion may never see them again,",stallion may never see
01:19:38.870,01:19:38.880,"The stallion may never see them again,",stallion may never see
01:19:38.880,01:19:41.350,"The stallion may never see them again,",stallion may never see
01:19:38.880,01:19:41.350,but there's a chance that one is now,there chance one
01:19:41.350,01:19:41.360,but there's a chance that one is now,there chance one
01:19:41.360,01:19:47.440,but there's a chance that one is now,there chance one
01:19:41.360,01:19:47.440,carrying his fo.,carrying
01:19:47.450,01:19:49.669,[music],music
01:19:49.679,01:19:53.270,In a far corner of Southeast Asia lies,far corner southeast asia lie
01:19:53.270,01:19:53.280,In a far corner of Southeast Asia lies,far corner southeast asia lie
01:19:53.280,01:19:58.470,In a far corner of Southeast Asia lies,far corner southeast asia lie
01:19:53.280,01:19:58.470,"the coral triangle,",coral triangle
01:19:58.480,01:20:01.669,a cluster of the richest coral reefs in,cluster richest coral reef
01:20:01.669,01:20:01.679,a cluster of the richest coral reefs in,cluster richest coral reef
01:20:01.679,01:20:05.780,a cluster of the richest coral reefs in,cluster richest coral reef
01:20:01.679,01:20:05.780,the world.,world
01:20:05.790,01:20:08.070,&gt;&gt; [music],gtgt music
01:20:08.080,01:20:18.390,&gt;&gt; Undersea cities crammed full of life.,gtgt undersea city crammed full life
01:20:18.400,01:20:21.669,"As in any crowded metropolis, there is",crowded metropolis
01:20:21.669,01:20:21.679,"As in any crowded metropolis, there is",crowded metropolis
01:20:21.679,01:20:28.630,"As in any crowded metropolis, there is",crowded metropolis
01:20:21.679,01:20:28.630,"fierce rivalry for space,",fierce rivalry space
01:20:28.640,01:20:34.470,"for food,",food
01:20:34.480,01:20:37.830,and for a partner.,partner
01:20:37.830,01:20:37.840,and for a partner.,partner
01:20:37.840,01:20:41.189,and for a partner.,partner
01:20:37.840,01:20:41.189,But the reef is also a place full of,reef also place full
01:20:41.189,01:20:41.199,But the reef is also a place full of,reef also place full
01:20:41.199,01:20:44.425,But the reef is also a place full of,reef also place full
01:20:41.199,01:20:44.425,opportunity.,opportunity
01:20:44.435,01:20:55.430,[music],music
01:20:55.440,01:21:13.110,A cuttlefish.,cuttlefish
01:21:13.120,01:21:25.590,It specializes in hunting crabs.,specializes hunting crab
01:21:25.600,01:21:36.870,But a large crab is a dangerous quarry.,large crab dangerous quarry
01:21:36.880,01:21:42.709,It has powerful claws.,powerful claw
01:21:42.719,01:21:45.030,"The cuttlefish, however, has a",cuttlefish however
01:21:45.030,01:21:45.040,"The cuttlefish, however, has a",cuttlefish however
01:21:45.040,01:21:52.149,"The cuttlefish, however, has a",cuttlefish however
01:21:45.040,01:21:52.149,remarkable talent.,remarkable talent
01:21:52.159,01:21:54.950,Its skin contains millions of pigment,skin contains million pigment
01:21:54.950,01:21:54.960,Its skin contains millions of pigment,skin contains million pigment
01:21:54.960,01:21:57.270,Its skin contains millions of pigment,skin contains million pigment
01:21:54.960,01:21:57.270,cells with which it can create ever,cell create ever
01:21:57.270,01:21:57.280,cells with which it can create ever,cell create ever
01:21:57.280,01:22:02.371,cells with which it can create ever,cell create ever
01:21:57.280,01:22:02.371,changing colors and patterns.,changing color pattern
01:22:02.381,01:22:09.189,&gt;&gt; [music],gtgt music
01:22:09.199,01:22:18.747,&gt;&gt; And that apparently hypnotizes the crab.,gtgt apparently hypnotizes crab
01:22:18.757,01:22:34.950,[music],music
01:22:34.960,01:22:37.910,"A cuttlefish may be clever, but a shark",cuttlefish may clever shark
01:22:37.910,01:22:37.920,"A cuttlefish may be clever, but a shark",cuttlefish may clever shark
01:22:37.920,01:22:41.510,"A cuttlefish may be clever, but a shark",cuttlefish may clever shark
01:22:37.920,01:22:41.510,is bigger,bigger
01:22:41.520,01:22:46.229,and it eats cuttlefish.,eats cuttlefish
01:22:46.239,01:22:54.772,Time to disappear.,time disappear
01:22:54.782,01:23:04.070,&gt;&gt; [music],gtgt music
01:23:04.080,01:23:08.470,&gt;&gt; Back to the hunt.,gtgt back hunt
01:23:08.480,01:23:11.910,"A new target, but the same memeing",new target memeing
01:23:11.910,01:23:11.920,"A new target, but the same memeing",new target memeing
01:23:11.920,01:23:28.629,"A new target, but the same memeing",new target memeing
01:23:11.920,01:23:28.629,technique.,technique
01:23:28.639,01:23:31.110,For those that manage to establish,manage establish
01:23:31.110,01:23:31.120,For those that manage to establish,manage establish
01:23:31.120,01:23:33.417,For those that manage to establish,manage establish
01:23:31.120,01:23:33.417,themselves in these bustling undersea,bustling undersea
01:23:33.417,01:23:33.427,themselves in these bustling undersea,bustling undersea
01:23:33.427,01:23:36.229,themselves in these bustling undersea,bustling undersea
01:23:33.427,01:23:36.229,"[music] cities, there can be great",music city great
01:23:36.229,01:23:36.239,"[music] cities, there can be great",music city great
01:23:36.239,01:23:43.030,"[music] cities, there can be great",music city great
01:23:36.239,01:23:43.030,rewards. [snorts],reward snort
01:23:43.040,01:23:47.110,This is a poison dart frog.,poison dart frog
01:23:47.110,01:23:47.120,This is a poison dart frog.,poison dart frog
01:23:47.120,01:23:49.669,This is a poison dart frog.,poison dart frog
01:23:47.120,01:23:49.669,Males raise their young in a very,male raise young
01:23:49.669,01:23:49.679,Males raise their young in a very,male raise young
01:23:49.679,01:23:54.310,Males raise their young in a very,male raise young
01:23:49.679,01:23:54.310,special way.,special way
01:23:54.320,01:23:56.470,A father will place each one of his,father place one
01:23:56.470,01:23:56.480,A father will place each one of his,father place one
01:23:56.480,01:24:01.430,A father will place each one of his,father place one
01:23:56.480,01:24:01.430,tadpoles in its own tiny pool of water.,tadpole tiny pool water
01:24:01.430,01:24:01.440,tadpoles in its own tiny pool of water.,tadpole tiny pool water
01:24:01.440,01:24:08.629,tadpoles in its own tiny pool of water.,tadpole tiny pool water
01:24:01.440,01:24:08.629,This is one. Nice and safe.,one nice safe
01:24:08.639,01:24:13.830,"He might have up to five other tadpoles,",might five tadpole
01:24:13.840,01:24:15.910,but he needs to remember where he put,need remember put
01:24:15.910,01:24:15.920,but he needs to remember where he put,need remember put
01:24:15.920,01:24:20.629,but he needs to remember where he put,need remember put
01:24:15.920,01:24:20.629,each one of them.,one
01:24:20.639,01:24:24.870,This one isn't doing so well.,one isnt well
01:24:24.870,01:24:24.880,This one isn't doing so well.,one isnt well
01:24:24.880,01:24:28.709,This one isn't doing so well.,one isnt well
01:24:24.880,01:24:28.709,Its tiny puddle has all but dried out.,tiny puddle dried
01:24:28.709,01:24:28.719,Its tiny puddle has all but dried out.,tiny puddle dried
01:24:28.719,01:24:31.669,Its tiny puddle has all but dried out.,tiny puddle dried
01:24:28.719,01:24:31.669,The tadpo will die unless its father can,tadpo die unless father
01:24:31.669,01:24:31.679,The tadpo will die unless its father can,tadpo die unless father
01:24:31.679,01:24:36.310,The tadpo will die unless its father can,tadpo die unless father
01:24:31.679,01:24:36.310,find a better place for it.,find better place
01:24:36.320,01:24:39.350,"If dads are good for one thing,",dad good one thing
01:24:39.350,01:24:39.360,"If dads are good for one thing,",dad good one thing
01:24:39.360,01:24:51.350,"If dads are good for one thing,",dad good one thing
01:24:39.360,01:24:51.350,it's piggyback [music] rides.,piggyback music ride
01:24:51.360,01:24:53.270,Fathers are no bigger than a human,father bigger human
01:24:53.270,01:24:53.280,Fathers are no bigger than a human,father bigger human
01:24:53.280,01:24:55.750,Fathers are no bigger than a human,father bigger human
01:24:53.280,01:24:55.750,"thumbnail, but this enables them to get",thumbnail enables get
